cs1; 19:58:34.512198; 3.9483911857076706; 32.49332705882353; 
br1; 19:58:34.512198; 0.0016470307275914474; 6.565302857142857; 
nr1; 19:58:34.512198; 0.002080354238207062; 11.8784; 
cs1; 19:58:54.526451; 4.07019500856374; 32.498145882352944; 
br1; 19:58:54.526451; 0.0037183297234675973; 8.121782857142858; 
nr1; 19:58:54.526451; 0.01994083060434669; 11.91936; 
cs1; 19:59:14.512449; 23.498129042465656; 32.686080000000004; 
br1; 19:59:14.512449; 62.994028422480895; 8.121782857142858; 
nr1; 19:59:14.512449; 40.3523189449869; 13.94688; 
cs1; 19:59:34.519714; 40.493266658015955; 32.70535529411765; 
br1; 19:59:34.519714; 79.99435992952431; 8.121782857142858; 
nr1; 19:59:34.519714; 46.69289818403278; 13.94688; 
br1.sr1; 19:59:34.519714; 43.93315016181229; 12.3904; 
br1.1; 19:59:34.519714; 54.91594939362494; 8.063268571428571;
cs1; 19:59:54.526490; 42.86504906771344; 32.71499294117647; 
br1; 19:59:54.526490; 72.53310357250075; 8.168594285714285; 
nr1; 19:59:54.526490; 41.7607705882353; 13.94688; 
br1.sr1; 19:59:54.526490; 43.93315016181229; 12.3904; 
br1.1; 19:59:54.526490; 54.91594939362494; 8.063268571428571; 
cs1; 20:00:14.536221; 37.18908029650327; 32.73908705882353; 
br1; 20:00:14.536221; 58.80808898471182; 8.168594285714285; 
nr1; 20:00:14.536221; 57.55572839605879; 13.94688; 
br1.sr1; 20:00:14.536221; 43.93315016181229; 12.3904; 
br1.1; 20:00:14.536221; 54.91594939362494; 8.063268571428571; 
cs1; 20:00:34.536458; 36.17521921258224; 32.753543529411765; 
br1; 20:00:34.536458; 59.621808556503574; 8.168594285714285; 
nr1; 20:00:34.536458; 56.060284093282284; 13.94688; 
br1.sr1; 20:00:34.536458; 46.183715911111115; 12.3904; 
br1.1; 20:00:34.536458; 61.02095551931873; 8.074971428571429; 
cs1; 20:00:54.534393; 37.27780166013914; 32.768; 
br1; 20:00:54.534393; 52.62075095100758; 8.168594285714285; 
nr1; 20:00:54.534393; 47.903999840417036; 13.94688; 
br1.sr1; 20:00:54.534393; 48.28540462857028; 12.3904; 
br1.1; 20:00:54.534393; 52.10774062807222; 8.074971428571429; 
cs1; 20:01:14.535004; 34.690805838922394; 32.78727529411765; 
br1; 20:01:14.535004; 51.27919691226129; 8.168594285714285; 
nr1; 20:01:14.535004; 48.599190656982515; 13.94688; 
br1.sr1; 20:01:14.535004; 39.980229273810785; 12.3904; 
br1.1; 20:01:14.535004; 52.10774062807222; 8.074971428571429; 
cs1; 20:01:34.537674; 24.92572361451497; 32.79691294117647; 
br1; 20:01:34.537674; 28.86650317486559; 8.168594285714285; 
nr1; 20:01:34.537674; 36.19301463256715; 13.94688; 
br1.sr1; 20:01:34.537674; 36.766834081643154; 12.3904; 
br1.1; 20:01:34.537674; 30.672701273183783; 8.074971428571429; 
cs1; 20:01:54.538105; 25.03249463298276; 32.8065505882353; 
br1; 20:01:54.538105; 25.83010056871975; 8.168594285714285; 
nr1; 20:01:54.538105; 33.06077845641312; 13.94688; 
br1.sr1; 20:01:54.538105; 38.61556296606035; 12.3904; 
br1.1; 20:01:54.538105; 30.293621861960435; 8.074971428571429; 
cs1; 20:02:14.536377; 24.10482175420574; 32.825825882352945; 
br1; 20:02:14.536377; 31.398922723995565; 8.168594285714285; 
nr1; 20:02:14.536377; 36.38327793582154; 13.94688; 
br1.sr1; 20:02:14.536377; 35.88785448555152; 12.3904; 
br1.1; 20:02:14.536377; 26.519792403168772; 8.074971428571429; 
cs1; 20:02:34.540187; 4.596572722299894; 32.825825882352945; 
br1; 20:02:34.540187; 0.0023160050571479672; 8.168594285714285; 
nr1; 20:02:34.540187; 0.0015406976743945753; 13.94688; 
br1.sr1; 20:02:34.540187; 0.0011299033134576468; 12.3904; 
br1.1; 20:02:34.540187; 0.0028162225187305127; 8.074971428571429; 
cs1; 20:02:54.512563; 3.554098335183098; 32.85473882352941; 
br1; 20:02:54.512563; 0.042552918213152054; 8.168594285714285; 
nr1; 20:02:54.512563; 0.02397481922148378; 13.94688; 
cs1; 20:03:14.515392; 4.485027767888999; 32.85473882352941; 
br1; 20:03:14.515392; 0.042552918213152054; 8.168594285714285; 
nr1; 20:03:14.515392; 0.0019587053571341285; 13.94688; 
